,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
2285184,67114,227-222@63s-wh5-mrk,sg:1ae64ea40c7a4551b1c633b2d2a807d0,,,D&G New And Used Tire's,850 Pennsylvania Ave,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,40,23,"[1,3,5,3,0,2,2,0,0,0,0,1,1,2,2,2,1,3,2,2,1,2,0,0,0,1,0,0,4,0]",240430002002,"{""240430106004"":4}","{""540610102021"":4,""240430108022"":4,""240430009003"":4,""240430106004"":4,""240430004001"":4}","{""US"":18}",8709.0,9.0,"{""<5"":1,""5-10"":24,""11-20"":4,""21-60"":5,""61-120"":2,""121-240"":1,"">240"":3}","{""Lowe's"":48}","{""Sheetz"":64,""Walmart"":39,""Family Dollar Stores"":32,""Martin's Foods"":30,""Lowe's"":29,""Dollar Tree"":29,""McDonald's"":28,""Dunkin'"":27,""Burger King"":25,""Dollar General"":24,""Exxon Mobil"":22,""Starbucks"":22,""The Home Depot"":21,""Sunoco"":19,""Sam's Club"":18,""Fresenius Kidney Care"":17,""Baskin Robbins"":16,""Wendy's"":16,""Sam's Club Fuel Center"":16,""Olive Garden"":16}","[3,3,3,3,3,3,6,8,7,4,3,4,1,8,7,6,2,3,3,2,1,3,4,4]","{""Monday"":4,""Tuesday"":5,""Wednesday"":5,""Thursday"":9,""Friday"":5,""Saturday"":6,""Sunday"":6}","{""android"":12,""ios"":10}"
2288684,70618,228-222@63s-wh3-d5f,sg:527ebc4a66714b83ab5eb0625ccff0ca,,,Neill Auto Body,13003 Salem Ave,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,263,80,"[7,16,7,2,7,13,5,16,7,7,0,11,10,11,9,13,9,5,13,6,11,7,11,5,5,8,9,12,10,11]",240430104003,"{""240430003021"":6,""420550117002"":4,""240430104004"":4,""240430106001"":4,""240430001002"":4,""240430109004"":4,""420550106003"":4,""240430112013"":4,""240430008001"":4,""540659710003"":4,""240430001001"":4,""240317050004"":4,""240430104003"":4,""240430109001"":4,""240430006021"":4,""240430103003"":4,""240430105003"":4,""240430007002"":4,""240430104002"":4}","{""240430104001"":4,""240430006021"":4,""240217526023"":4,""240430005001"":4,""240430105003"":4,""240430007001"":4,""240430104003"":4,""240430103002"":4,""240430001002"":4,""240430106001"":4,""240430008001"":4,""240430003012"":4,""240430112012"":4,""240430104004"":4}","{""US"":79}",5532.0,63.0,"{""<5"":5,""5-10"":54,""11-20"":14,""21-60"":53,""61-120"":48,""121-240"":37,"">240"":52}","{""Cracker Barrel"":33,""Walmart"":33,""EmbroidMe"":20,""The Cheesecake Factory"":17,""Sheetz"":14,""United States Postal Service (USPS)"":14,""Burger King"":13,""Sam's Club Fuel Center"":12,""Buffalo Wild Wings"":11,""Cicis"":9,""Dunkin'"":7}","{""Sheetz"":62,""Walmart"":53,""McDonald's"":41,""Exxon Mobil"":34,""Wendy's"":28,""Fresenius Kidney Care"":26,""Dollar Tree"":26,""Lowe's"":25,""Dunkin'"":22,""CVS"":21,""Taco Bell"":20,""Martin's Foods"":20,""7-Eleven"":20,""Dollar General"":19,""Goodwill Industries"":19,""Burger King"":19,""Sam's Club"":18,""Starbucks"":18,""Best Buy"":18,""Simon mall"":18}","[11,11,9,8,11,13,27,47,65,61,62,78,77,76,72,63,69,54,40,16,12,14,10,10]","{""Monday"":39,""Tuesday"":38,""Wednesday"":39,""Thursday"":49,""Friday"":58,""Saturday"":28,""Sunday"":12}","{""android"":44,""ios"":32}"
2289290,71224,222-222@63s-wq7-389,sg:8b9a6c9d4b5b4bc7a0caaeee354de7b8,,,LINE-X,11909 Wheatfield Dr,Wilson-Conococheague,MD,21740,SG_BRAND_c823fcb1082f93a0f5656ddcdbf41df3,LINE-X,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,55,17,"[1,2,0,0,1,3,3,2,5,1,0,4,5,3,2,3,0,0,6,1,2,3,1,1,0,1,1,3,1,0]",240430105003,"{""391517148014"":8}","{""240430109001"":4,""420579603004"":4,""240430005002"":4,""240430108022"":4}","{""US"":15}",12714.0,179.0,"{""<5"":1,""5-10"":7,""11-20"":8,""21-60"":5,""61-120"":1,""121-240"":11,"">240"":22}","{""Sheetz"":50,""Family Dollar Stores"":49}","{""Sheetz"":70,""McDonald's"":56,""Dollar General"":52,""Pilot Flying J"":46,""Walmart"":41,""Sunoco"":39,""Exxon Mobil"":37,""Subway"":29,""Chick-fil-A"":28,""Tractor Supply Co."":28,""PetSmart"":28,""Goodwill Industries"":27,""Sam's Club"":26,""BP"":26,""Dunkin'"":25,""Lowe's"":24,""The Home Depot"":24,""Wendy's"":24,""Martin's Foods"":23,""Red Lobster"":23}","[0,0,0,1,1,10,10,23,27,25,27,25,27,27,25,17,9,2,0,0,0,0,0,0]","{""Monday"":12,""Tuesday"":10,""Wednesday"":11,""Thursday"":9,""Friday"":11,""Saturday"":2,""Sunday"":0}","{""android"":8,""ios"":7}"
2291024,72960,zzw-222@63s-ws9-bp9,sg:29374f0f3abf4e318967ca2d1cdeff87,,,Sky Zone,12114 Insurance Way,Hagerstown,MD,21740,SG_BRAND_42a58df4764e2483,Sky Zone,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,689,422,"[14,41,47,28,14,18,12,10,35,49,25,4,7,11,6,40,69,34,0,5,11,9,27,67,28,5,4,25,7,37]",240430105004,"{""240430109001"":12,""540039714004"":11,""240430103002"":8,""420579603002"":7,""240430003022"":6,""540659708002"":6,""540039712013"":5,""540039721013"":5,""540039721026"":5,""240430105001"":5,""540039711025"":5,""510690510004"":5,""540039719001"":5,""420550116001"":4,""420130106001"":4,""540039712012"":4,""420550120002"":4,""420410131014"":4,""240217526014"":4,""240430114002"":4,""420550110002"":4,""420550105004"":4,""518400002013"":4,""420550117003"":4,""511710402022"":4,""420550125021"":4,""240430102004"":4,""420550106001"":4,""540039714003"":4,""240217526012"":4,""420550117002"":4,""240430105003"":4,""240430007001"":4,""340030191044"":4,""240430108012"":4,""540379728002"":4,""240430010013"":4,""240430004002"":4,""540379725031"":4,""240430113013"":4,""540379725011"":4,""240430103001"":4,""240010015033"":4,""510690506001"":4,""420550113011"":4,""540379725061"":4,""540039721022"":4,""420550108002"":4,""540039712024"":4,""540570106001"":4,""518400003012"":4,""420550115004"":4,""420550113022"":4,""240010014011"":4,""240430112023"":4,""420210126003"":4,""420550110003"":4,""540039718002"":4,""240217512013"":4,""510690508022"":4,""240430002001"":4,""510430101001"":4,""540379724011"":4,""240430112011"":4,""240054204014"":4,""510690504002"":4,""240217505032"":4,""240430002003"":4,""240430105002"":4,""420550122002"":4,""420550119004"":4,""518400002011"":4,""240253033003"":4,""540039715004"":4,""540279684001"":4,""240430109004"":4,""540039712011"":4,""240430104003"":4,""540039711024"":4,""420550123003"":4,""240430003012"":4,""540039720002"":4,""510690501004"":4,""240430005003"":4,""240430003021"":4,""420550103005"":4,""420550118001"":4,""240430104001"":4,""540039713004"":4,""240135130013"":4,""240430104004"":4,""510690508023"":4,""420550108001"":4,""420619509003"":4,""240430108021"":4,""511076105073"":4}","{""240217519013"":10,""540039714004"":9,""240430108012"":8,""240430109001"":8,""240430104004"":7,""240430111003"":7,""540039711025"":6,""240430108021"":6,""240430005003"":6,""240430113013"":6,""240430006011"":5,""240430004002"":5,""240430103002"":5,""420550106001"":5,""240430003021"":4,""240430104003"":4,""240430114001"":4,""540379723002"":4,""240430115002"":4,""240430108022"":4,""420550118003"":4,""420130115003"":4,""420550120002"":4,""420010315024"":4,""240217505035"":4,""110010009022"":4,""181179515004"":4,""240430006021"":4,""540659708002"":4,""240430001002"":4,""240430003011"":4,""540039712024"":4,""240430105001"":4,""540039717007"":4,""540659708001"":4,""240430106004"":4,""540039714003"":4,""420550118001"":4,""540039711012"":4,""240010014012"":4,""240430112021"":4,""540039712012"":4,""240430004003"":4,""510690506001"":4,""240430102004"":4,""420550108001"":4,""420550123003"":4,""511076105073"":4,""240430010023"":4,""240430010011"":4,""420410131022"":4,""340030191044"":4,""420010304001"":4,""540039719005"":4,""240430109002"":4,""540039721026"":4,""240430105003"":4,""240430004001"":4,""540039719001"":4,""420550113022"":4,""540039712013"":4,""420550108003"":4,""540570105002"":4,""420550117002"":4,""420579603002"":4,""240217519042"":4,""420550122002"":4,""540379724013"":4,""510690501004"":4,""420550125021"":4,""540379725031"":4,""540039713004"":4,""240430103001"":4,""420550125011"":4,""540379726021"":4,""420550119004"":4,""518400003012"":4,""240010018001"":4,""540039711021"":4,""540039713003"":4,""540039716005"":4,""240430112012"":4,""240430104002"":4,""420550105004"":4,""240217526012"":4,""540039721013"":4}","{""US"":416}",26347.0,86.0,"{""<5"":8,""5-10"":60,""11-20"":33,""21-60"":144,""61-120"":218,""121-240"":163,"">240"":63}","{""McDonald's"":13,""Quarles Fleet Fueling"":11,""Valvoline"":9,""Best Buy"":9,""Cracker Barrel"":8,""CVS"":8,""Dollar Tree"":7}","{""Sheetz"":61,""McDonald's"":47,""Walmart"":42,""Chick-fil-A"":31,""Dollar General"":29,""Dunkin'"":26,""Exxon Mobil"":26,""Burger King"":21,""Target"":20,""Dairy Queen"":20,""Starbucks"":19,""Wendy's"":19,""Lowe's"":18,""Taco Bell"":18,""Dollar Tree"":17,""CVS"":17,""Martin's Foods"":16,""7-Eleven"":16,""BP"":15,""Simon mall"":14}","[21,21,23,23,22,23,10,2,4,13,41,68,80,110,132,173,209,214,180,184,131,113,77,49]","{""Monday"":23,""Tuesday"":34,""Wednesday"":59,""Thursday"":46,""Friday"":180,""Saturday"":232,""Sunday"":115}","{""android"":155,""ios"":265}"
2291081,73018,zzw-222@63s-whq-d5f,sg:2e1ed6bdcd88429093201780a5672339,,,Enterprise Rent-A-Car,700 Dual Hwy,Hagerstown,MD,21740,SG_BRAND_9f497514e036d97886867c3fe21baf6a,Enterprise Rent-A-Car,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,25,24,"[0,0,1,0,1,2,0,1,1,1,1,0,0,2,0,4,1,0,0,1,0,1,1,1,3,0,1,1,1,0]",240430006012,"{""240430009002"":4,""540039713001"":4,""240430112013"":4,""420770062023"":4,""240430113013"":4,""540039720003"":4,""240430109004"":4,""240430114002"":4,""240430005002"":4,""240430105003"":4}","{""420770062023"":4,""240430114002"":4,""240430006011"":4,""240430007001"":4,""540659707002"":4}","{""US"":21}",12506.0,10.0,"{""<5"":1,""5-10"":15,""11-20"":4,""21-60"":5,""61-120"":0,""121-240"":0,"">240"":0}","{""Enterprise Truck Rental"":50,""Wendy's"":49}","{""Sheetz"":66,""Walmart"":57,""McDonald's"":52,""Exxon Mobil"":50,""Wendy's"":40,""Dunkin'"":38,""Lowe's"":36,""7-Eleven"":35,""Taco Bell"":31,""Dollar General"":31,""Sam's Club"":30,""High's"":29,""Dollar Tree"":28,""The Home Depot"":28,""Walgreens"":27,""Dairy Queen"":25,""Martin's Foods"":25,""Red Robin Gourmet Burgers"":24,""Marshalls"":24,""CVS"":24}","[0,0,0,0,0,0,0,1,1,3,5,3,3,3,3,1,4,4,1,0,0,0,0,0]","{""Monday"":1,""Tuesday"":4,""Wednesday"":3,""Thursday"":3,""Friday"":6,""Saturday"":4,""Sunday"":4}","{""android"":11,""ios"":9}"
2291267,73205,22m-222@63s-wh2-bc5,sg:3ccb791ec18d42b09f647ee7d471a225,,,Serene Balance Acupuncture,2 Manila Ave,Hagerstown,MD,21742,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,32,21,"[1,1,0,2,0,1,2,5,3,2,2,2,0,0,0,0,0,1,3,1,1,2,0,0,0,0,2,0,1,0]",240430001001,"{""240430007001"":4,""240010001003"":4,""240430005001"":4,""420550125021"":4}","{""420550125011"":4}","{""US"":15}",10421.0,9.5,"{""<5"":1,""5-10"":17,""11-20"":6,""21-60"":5,""61-120"":2,""121-240"":0,"">240"":1}","{""Dunkin'"":32}","{""Sheetz"":47,""McDonald's"":37,""Dollar General"":31,""Subway"":22,""CVS"":18,""Wendy's"":18,""Family Dollar Stores"":16,""Walmart"":15,""BP"":15,""Golden Corral"":14,""Lowe's"":14,""The Home Depot"":13,""Simon mall"":12,""KFC"":12,""Goodwill Industries"":12,""Dunkin'"":10,""2nd and Charles"":9,""Rutter's Farm Stores"":9,""Value City Furniture"":9,""Comfort Suites"":9}","[1,2,1,1,2,2,2,1,3,3,4,3,2,3,2,2,2,1,3,1,4,7,2,2]","{""Monday"":5,""Tuesday"":4,""Wednesday"":3,""Thursday"":9,""Friday"":4,""Saturday"":2,""Sunday"":5}","{""android"":14,""ios"":5}"
2292572,74513,223-222@63s-wh5-47q,sg:b61ab531ba544964ada49553dd7000e2,zzw-224@63s-wh5-3yv,sg:f02deb9ab8a945c797749eb23a31129f,Tropical Smoothie Café,17997 Garland Groh Blvd,Hagerstown,MD,21740,SG_BRAND_321fb519b4bdd1052f599b2740228cc1,Tropical Smoothie Café,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,448,326,"[15,16,24,20,21,18,12,17,10,16,21,10,20,19,12,7,15,21,14,8,10,16,6,19,11,18,13,15,14,10]",240430104004,"{""240430108012"":11,""240430104004"":8,""420550125012"":8,""240430115001"":7,""240430113013"":7,""240430104003"":7,""240430103002"":7,""240010018003"":6,""240430002001"":6,""240430109001"":6,""420550118002"":6,""420550111002"":5,""240430109004"":5,""540039711024"":5,""240430002002"":5,""360471004001"":5,""540379722012"":5,""240430108011"":4,""240430006011"":4,""511870201002"":4,""240010007001"":4,""420550115005"":4,""240430109003"":4,""240430112014"":4,""240217506002"":4,""240430104002"":4,""240430105001"":4,""240430003011"":4,""240430112013"":4,""240217505031"":4,""240010017002"":4,""240430106001"":4,""240430104001"":4,""240430115002"":4,""240430107001"":4,""240430105002"":4,""240430006021"":4,""240430005002"":4,""420550118001"":4,""245102401001"":4,""240430001002"":4,""240430113021"":4,""240430002003"":4,""240430107002"":4,""240430005001"":4,""240430105003"":4,""420550117003"":4,""240430003021"":4,""420550119004"":4,""240430010012"":4,""420579603004"":4,""420550119003"":4,""420550124002"":4,""240430103001"":4,""240430010023"":4,""420550117001"":4,""121030273223"":4,""510411004073"":4,""420550125011"":4,""420550117002"":4}","{""240430109001"":10,""240430104004"":8,""240430105003"":6,""420550118002"":6,""240430103001"":6,""240430104003"":6,""240217513012"":5,""420550125012"":5,""240430103002"":5,""240430004003"":5,""240430005003"":5,""240430010023"":5,""240430003012"":4,""240010007001"":4,""510430101003"":4,""240430106001"":4,""480291817271"":4,""240430103003"":4,""240430102004"":4,""420410131021"":4,""245102401001"":4,""240430010012"":4,""240430006011"":4,""240430115004"":4,""420550123001"":4,""240430006022"":4,""240430001002"":4,""240430009003"":4,""420893012041"":4,""240430005002"":4,""420550121002"":4,""420550119004"":4,""240430115001"":4,""240430111001"":4,""240430109004"":4,""420550118003"":4,""240430112021"":4,""516800014003"":4,""240430006021"":4,""240430104002"":4,""240430113013"":4,""540039711024"":4,""240317014211"":4,""240430104001"":4,""240430108012"":4,""420550117004"":4,""240430111004"":4,""420550120003"":4,""240430002001"":4,""240430105001"":4,""420550111002"":4,""420579601003"":4,""420550116003"":4,""540039713001"":4,""240217754004"":4,""240430001001"":4,""240430113011"":4,""240430112011"":4,""240430107001"":4,""240430112013"":4,""420550117003"":4,""240430106003"":4,""240430112014"":4,""240010016001"":4,""540039712022"":4,""240430105002"":4,""511479302031"":4,""240430102003"":4,""420550119003"":4}","{""US"":318}",12612.0,10.0,"{""<5"":27,""5-10"":235,""11-20"":76,""21-60"":57,""61-120"":13,""121-240"":20,"">240"":20}","{""Starbucks"":29,""GameStop"":16,""Five Guys"":14,""PetSmart"":13,""Target"":11,""Simon mall"":10,""Hobby Lobby Stores"":10,""Kirkland's"":9,""Best Buy"":8,""The Home Depot"":8,""Hampton"":7,""ALDI"":7,""Cicis"":7,""High's"":6,""Michaels Stores"":6,""Panera Bread"":6,""Weis Markets"":6,""Big Lots Stores"":5,""Music & Arts"":5,""Golden Corral"":5}","{""Sheetz"":67,""McDonald's"":49,""Walmart"":48,""Starbucks"":46,""Chick-fil-A"":43,""Exxon Mobil"":34,""Dunkin'"":33,""Taco Bell"":29,""CVS"":27,""Martin's Foods"":26,""Target"":26,""Simon mall"":26,""Chipotle Mexican Grill"":25,""Dollar General"":25,""Wendy's"":24,""Burger King"":22,""Lowe's"":20,""Dollar Tree"":19,""Panera Bread"":18,""Noodles & Company"":18}","[0,0,0,0,1,8,13,19,20,49,54,52,54,65,40,38,59,51,63,59,34,14,1,1]","{""Monday"":63,""Tuesday"":59,""Wednesday"":56,""Thursday"":74,""Friday"":49,""Saturday"":74,""Sunday"":73}","{""android"":109,""ios"":216}"
2299751,81700,zzw-222@63s-whq-qmk,sg:3eedb7cd1dc5472d85b07c253d8a44ca,,,Bester Elementary,30 Memorial Blvd E,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,150,46,"[3,2,1,1,3,7,11,11,10,1,1,5,4,5,9,5,1,1,6,5,8,6,5,0,3,10,4,9,7,6]",240430007002,"{""240430008002"":6,""240430008001"":6,""240430009002"":4,""240430113013"":4,""240430113022"":4,""240430010014"":4,""240430102002"":4,""240430007001"":4,""240430108022"":4,""240430009001"":4,""240430007002"":4}","{""240430007002"":12,""240430008001"":5,""240430111001"":4,""240430004002"":4,""240430006011"":4,""240430008002"":4,""240430108022"":4,""240430006021"":4}","{""US"":41}",1616.0,40.0,"{""<5"":3,""5-10"":35,""11-20"":17,""21-60"":30,""61-120"":5,""121-240"":12,"">240"":48}","{""Baskin Robbins"":16,""Sheetz"":16,""McDonald's"":10}","{""Sheetz"":62,""Walmart"":47,""McDonald's"":39,""Exxon Mobil"":35,""Taco Bell"":31,""Simon mall"":24,""Fresenius Kidney Care"":24,""Wendy's"":22,""KFC"":21,""CVS"":21,""Burger King"":19,""Dunkin'"":18,""Golden Corral"":17,""Martin's Foods"":15,""Noodles & Company"":15,""Dollar General"":15,""Marshalls"":14,""Family Dollar Stores"":14,""Lowe's"":14,""Dollar Tree"":14}","[1,1,1,1,2,5,7,36,60,61,58,55,54,47,53,75,28,10,5,3,1,3,4,5]","{""Monday"":24,""Tuesday"":20,""Wednesday"":33,""Thursday"":36,""Friday"":28,""Saturday"":3,""Sunday"":6}","{""android"":27,""ios"":22}"
2305281,87235,222-222@63s-wh5-47q,sg:3391edbd38104a7086b901320d94180d,,,Bulldog Federal Credit Union,17990 Garland Groh Blvd,Hagerstown,MD,21740,,,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,25,18,"[0,1,1,0,1,0,1,0,3,3,0,3,1,0,0,0,0,0,2,0,0,1,1,0,2,2,2,0,0,1]",240430104004,"{""240430104003"":4,""240430006021"":4,""420579601003"":4}","{""240430104001"":5,""240430105003"":4}","{""US"":19}",4852.0,10.0,"{""<5"":1,""5-10"":14,""11-20"":2,""21-60"":5,""61-120"":0,""121-240"":2,"">240"":1}","{""Weis Markets"":100}","{""Walmart"":54,""Sheetz"":49,""McDonald's"":46,""Starbucks"":42,""Exxon Mobil"":41,""Burger King"":34,""Sam's Club"":25,""M&T Bank"":22,""Wendy's"":22,""Baskin Robbins"":21,""Dollar General"":21,""BP"":19,""Dunkin'"":18,""Dollar Tree"":17,""Martin's Foods"":17,""BB&T (Branch Banking and Trust)"":17,""Fresenius Kidney Care"":16,""Ollie's Bargain Outlet"":16,""Cook Out"":16,""Taco Bell"":16}","[0,0,0,0,0,0,0,0,3,3,5,4,3,3,4,4,2,1,1,1,2,3,3,2]","{""Monday"":8,""Tuesday"":3,""Wednesday"":1,""Thursday"":1,""Friday"":6,""Saturday"":4,""Sunday"":2}","{""android"":13,""ios"":5}"
2307367,89323,222-222@63s-wsb-2x5,sg:ecee2bc5688f4029b968bed46c576703,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,Pier 1 Imports,17730 Garland Groh Blvd,Hagerstown,MD,21740,SG_BRAND_fb47be4fe8ceea2ad5c6e80e96705a83,Pier 1 Imports,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,14,11,"[0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0]",240430104004,"{""240430113013"":4,""240430108012"":4,""540039712013"":4}","{""245101206001"":4}","{""US"":8}",14521.0,19.0,"{""<5"":0,""5-10"":2,""11-20"":6,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":4}",{},"{""Sheetz"":63,""McDonald's"":58,""BP"":42,""Lowe's"":40,""Walmart"":37,""Martin's Foods"":36,""Bed Bath & Beyond"":36,""PetSmart"":34,""Exxon Mobil"":32,""Dollar General"":29,""Shell Oil"":28,""Marshalls"":26,""Cracker Barrel"":26,""KFC"":25,""CVS"":22,""Wendy's"":21,""Walgreens"":21,""Subway"":21,""Target"":20,""Starbucks"":19}","[0,0,0,0,0,0,0,0,0,0,0,1,5,6,5,6,6,6,5,3,0,0,0,0]","{""Monday"":3,""Tuesday"":1,""Wednesday"":1,""Thursday"":1,""Friday"":1,""Saturday"":7,""Sunday"":0}","{""android"":9,""ios"":0}"
2309923,91881,zzw-222@63s-whd-f9f,sg:ce3e5e48524543c0b183cb8050d75e5b,,,Denny's,1630 Dual Hwy,Hagerstown,MD,21740,SG_BRAND_811b11d8e7fade7d0af1ea6e8f2db4ba,Denny's,2021-04-01T00:00:00-04:00,2021-05-01T00:00:00-04:00,635,422,"[27,35,23,13,14,23,26,20,27,17,37,23,18,20,18,18,25,17,12,16,18,22,19,22,33,12,13,17,15,35]",240430111001,"{""240430112014"":13,""240430112021"":12,""240430112013"":10,""240430006021"":10,""240430009002"":9,""240430113013"":9,""240430105001"":9,""240430109001"":9,""240430105003"":8,""240430003022"":8,""240430006011"":7,""240430002001"":7,""240430112011"":7,""240430010012"":6,""240430112012"":6,""240430111001"":5,""240430104004"":5,""240430111004"":5,""240430005002"":5,""240430003012"":4,""391690010001"":4,""540379722012"":4,""240430004001"":4,""540039713003"":4,""540039715002"":4,""090075417001"":4,""540039711011"":4,""240430104001"":4,""240430114001"":4,""240430002003"":4,""420550110003"":4,""240430116002"":4,""240430106004"":4,""261251327001"":4,""420550117004"":4,""240430001001"":4,""240430111002"":4,""240430103001"":4,""240430115001"":4,""240430104003"":4,""240430108021"":4,""240430010022"":4,""240430108022"":4,""240430009003"":4,""240430103003"":4,""240430006022"":4,""240430115002"":4,""090159051004"":4,""240430113021"":4,""240037401022"":4,""120150204006"":4,""240430111003"":4,""240430104002"":4,""420550125011"":4,""540039712023"":4,""240430101001"":4,""240430107002"":4,""240430008003"":4,""240430108012"":4,""240430007001"":4,""540039714001"":4,""240430010013"":4,""240217530016"":4,""540039720002"":4,""420550116003"":4,""240217707003"":4,""240430103002"":4,""240430004003"":4,""540610102014"":4,""420879602001"":4,""240010001003"":4,""240010018003"":4,""540039719005"":4,""240217735002"":4,""240430105002"":4,""420550125022"":4,""240430109003"":4,""240430116001"":4}","{""240430111001"":11,""240430112014"":10,""240430010012"":9,""240430111004"":9,""240430112013"":9,""240430113013"":8,""240430006011"":8,""240430002001"":7,""240430006021"":7,""240430112021"":7,""540039714001"":6,""240430109001"":6,""240430010011"":5,""510594918022"":5,""240430009003"":5,""261251327001"":5,""240430105003"":5,""240430006022"":5,""240430111002"":5,""240430112011"":5,""240430105001"":5,""240430003022"":4,""240430104002"":4,""240430010023"":4,""510430101003"":4,""121050128041"":4,""240430008002"":4,""240430113022"":4,""391690010001"":4,""240430004002"":4,""240430007001"":4,""540039720001"":4,""240217526023"":4,""420550110003"":4,""540110015001"":4,""240430114003"":4,""540039715002"":4,""420550116003"":4,""240430112022"":4,""240217521024"":4,""420550117004"":4,""540039713003"":4,""240430004003"":4,""240430005002"":4,""420550125021"":4,""240430104004"":4,""240430105004"":4,""240217530024"":4,""240430010013"":4,""540039720002"":4,""540039711012"":4,""240430010022"":4,""240430108021"":4,""420550112002"":4,""240430003012"":4,""540039711021"":4,""240430005001"":4,""240430113023"":4,""090075417001"":4,""420550107001"":4,""240317014211"":4,""540039720005"":4,""240479501002"":4,""240430009002"":4,""240430112012"":4,""420550116002"":4,""540039712011"":4,""240430116002"":4,""240430113012"":4,""240430101001"":4,""240430005003"":4,""420550121001"":4,""240430002002"":4,""240430114001"":4}","{""US"":404}",10909.0,45.0,"{""<5"":16,""5-10"":79,""11-20"":64,""21-60"":248,""61-120"":130,""121-240"":26,"">240"":72}","{""Burger King"":10,""McDonald's"":10,""Hobby Lobby Stores"":10,""Simon mall"":9,""Planet Fitness"":9,""Exxon Mobil"":8,""Target"":8,""Roy Rogers"":8,""Tires Plus"":6,""Walmart"":6,""Pilot Flying J"":5}","{""Sheetz"":61,""McDonald's"":52,""Walmart"":50,""Exxon Mobil"":36,""CVS"":26,""Lowe's"":26,""Chick-fil-A"":25,""Wendy's"":25,""Simon mall"":25,""Dunkin'"":25,""Dollar Tree"":25,""Dollar General"":23,""Taco Bell"":22,""Fresenius Kidney Care"":22,""Sam's Club"":20,""Burger King"":20,""Martin's Foods"":18,""Starbucks"":18,""Roy Rogers"":17,""7-Eleven"":16}","[39,32,18,15,16,23,51,73,102,130,140,142,134,108,92,82,72,64,72,66,74,70,50,39]","{""Monday"":61,""Tuesday"":70,""Wednesday"":81,""Thursday"":102,""Friday"":134,""Saturday"":87,""Sunday"":100}","{""android"":200,""ios"":221}"
